,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
14,GO_Biological_Process_2023,Tumor Necrosis Factor-Mediated Signaling Pathway,0.13157894736842105,2.951449164070307e-07,1.7157757807128716e-05,0,0,43.056277056277054,647.3855429709622,NFKBIA;STAT1;TMSB4X;TNFRSF1B;BIRC3
15,GO_Biological_Process_2023,Regulation Of T-helper Cell Differentiation,0.5,1.004751808649954e-06,5.4758973571422495e-05,0,0,276.69444444444446,3821.363333473754,HLA-DRA;JUNB;HLA-DRB1
16,GO_Biological_Process_2023,Regulation Of Apoptotic Process,0.018439716312056736,1.9620978133598647e-06,0.00010064407607351776,0,0,5.827638448629498,76.58388936774881,CD74;TNFAIP8;STAT1;HSPB1;CFLAR;PTMS;AHI1;LGALS1;TCTN3;TNFSF10;PIM2;BIRC3;IER3
17,GO_Biological_Process_2023,Regulation Of Inflammatory Response,0.03333333333333333,3.229693285952098e-06,0.00015646069696390163,0,0,10.135357694287183,128.14257786121195,NFKBIA;PTGER4;CYLD;LGALS1;TMSB4X;XCL1;TNFRSF1B;BIRC3
18,GO_Biological_Process_2023,Negative Regulation Of Cytokine Production,0.03932584269662921,4.685448386536838e-06,0.0002150374206873749,0,0,11.891812865497077,145.92501765801848,SRGN;PTGER4;CYLD;TMSB4X;XCL1;TIGIT;HLA-DRB1
19,GO_Biological_Process_2023,Cellular Response To Tumor Necrosis Factor,0.05042016806722689,5.630432344620159e-06,0.00024548685022543894,0,0,15.245863793766834,184.2817003015567,NFKBIA;STAT1;TMSB4X;XCL1;TNFRSF1B;BIRC3
20,GO_Biological_Process_2023,Regulation Of Programmed Necrotic Cell Death,0.3,5.96382690300615e-06,0.00024764081235339823,0,0,118.5595238095238,1426.2471443529512,CYLD;CFLAR;BIRC3
21,GO_Biological_Process_2023,Positive Regulation By Symbiont Of Entry Into Host,0.25,1.0874846030631151e-05,0.00039511940577959854,0,0,92.20370370370372,1053.801490278521,CD74;LGALS1;HLA-DRB1
22,GO_Biological_Process_2023,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation",0.25,1.0874846030631151e-05,0.00039511940577959854,0,0,92.20370370370372,1053.801490278521,HLA-DRA;XCL1;HLA-DRB1
23,GO_Biological_Process_2023,Positive Regulation Of Viral Entry Into Host Cell,0.25,1.0874846030631151e-05,0.00039511940577959854,0,0,92.20370370370372,1053.801490278521,CD74;LGALS1;HLA-DRB1
24,GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death,0.023622047244094488,1.2459735906584337e-05,0.0004345955884216617,0,0,7.167521994134898,80.94288494106262,CD74;AHI1;TNFAIP8;HSPB1;CFLAR;PIM2;BIRC3;PTMS;IER3
25,GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Chemotaxis,0.21428571428571427,1.78961054796072e-05,0.0006002078453160568,0,0,75.43181818181819,824.5397311947163,TMSB4X;HSPB1;FGFR1
26,GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction,0.01904761904761905,2.5584661765607662e-05,0.0008262898170225883,0,0,5.798356982823003,61.30902923683302,CD74;LGALS1;TNFSF10;S100A4;CFLAR;PIM2;RHOC;HLA-DRB1;FGFR1;BIRC3
27,GO_Biological_Process_2023,Regulation Of Necroptotic Process,0.15,5.514854707901827e-05,0.0017174833233179,0,0,48.794117647058826,478.44975239130736,CYLD;CFLAR;BIRC3
28,GO_Biological_Process_2023,Positive Regulation Of Viral Life Cycle,0.13636363636363635,7.409829587778673e-05,0.0021944699832157,0,0,43.65350877192982,415.15002056214126,CD74;LGALS1;HLA-DRB1
29,GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway,0.06666666666666667,7.585807951213082e-05,0.0021944699832157,0,0,19.98893360160966,189.62794375695952,CYLD;TNFSF10;CFLAR;FGFR1
30,GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process,0.01867219917012448,7.80144145409266e-05,0.0021944699832157,0,0,5.607918508552758,53.04315303982187,CD74;AHI1;TNFAIP8;HSPB1;CFLAR;PIM2;BIRC3;PTMS;IER3
31,GO_Biological_Process_2023,"Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation",0.4,0.000137741416915363,0.0037534536109436,0,0,181.93607305936072,1617.4357816575248,HLA-DRA;HLA-DRB1
32,GO_Biological_Process_2023,Response To Type II Interferon,0.05,0.0002325006174729511,0.0059629570128356,0,0,14.713862120088956,123.10525891297736,CD74;STAT1;XCL1;HLA-DPA1
33,GO_Biological_Process_2023,Positive Regulation Of Immune Response,0.05,0.0002325006174729511,0.0059629570128356,0,0,14.713862120088956,123.10525891297736,CD74;ITGB2;HLA-DRA;HLA-DRB1
34,GO_Biological_Process_2023,Negative Regulation Of DNA-binding Transcription Factor Activity,0.03355704697986577,0.00024345637005946457,0.0060655415626243,0,0,9.812003968253968,81.64149342885106,NFKBIA;CYLD;ID2;TMSB4X;XCL1
35,GO_Biological_Process_2023,Positive Regulation Of T Cell Mediated Cytotoxicity,0.09090909090909091,0.00025485462495062044,0.006173145359915,0,0,27.631944444444443,228.64929119222396,HLA-DRA;XCL1;HLA-DRB1
36,GO_Biological_Process_2023,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation",0.2857142857142857,0.0002878538402920798,0.0064361166342229,0,0,109.15068493150685,889.9118328561991,HLA-DRA;HLA-DRB1
37,GO_Biological_Process_2023,Cytoplasmic Sequestering Of NF-kappaB,0.2857142857142857,0.0002878538402920798,0.0064361166342229,0,0,109.15068493150685,889.9118328561991,NFKBIA;TMSB4X
38,GO_Biological_Process_2023,"Regulation Of CD4-positive, Alpha-Beta T Cell Activation",0.2857142857142857,0.0002878538402920798,0.0064361166342229,0,0,109.15068493150685,889.9118328561991,HLA-DRA;HLA-DRB1
39,GO_Biological_Process_2023,Regulation Of T Cell Mediated Cytotoxicity,0.08333333333333333,0.0003308337111650393,0.0072121749033978,0,0,25.116161616161616,201.278274259451,HLA-DRA;XCL1;HLA-DRB1
40,GO_Biological_Process_2023,Positive Regulation Of Memory T Cell Differentiation,0.25,0.00038287316930254376,0.0081430586251662,0,0,90.95433789954338,715.611155875471,HLA-DRA;HLA-DRB1
41,GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway,0.023346303501945526,0.0004075045305010295,0.0083247050604608,0,0,6.815866966914949,53.20096680324362,NFKBIA;STAT1;TMSB4X;XCL1;TNFRSF1B;BIRC3
42,GO_Biological_Process_2023,Regulation Of Cytokine Production,0.029940119760479042,0.0004117151541922481,0.0083247050604608,0,0,8.71384479717813,67.92597841282115,SRGN;PTGER4;TNFRSF1B;HLA-DRB1;BATF
43,GO_Biological_Process_2023,Retina Homeostasis,0.07692307692307693,0.000420053925069126,0.0083247050604608,0,0,23.019675925925927,178.98091445586175,PRDX1;HSPB1;B2M
44,GO_Biological_Process_2023,Positive Regulation Of Myeloid Leukocyte Differentiation,0.075,0.0004528926224719671,0.0087390477888367,0,0,22.3963963963964,172.44901590722952,CD74;ID2;HLA-DRB1
45,GO_Biological_Process_2023,Regulation Of Defense Response,0.041237113402061855,0.0004854672085859658,0.0087390477888367,0,0,12.013933060729972,91.67110057862728,CYLD;TMSB4X;XCL1;BIRC3
46,GO_Biological_Process_2023,Regulation Of Memory T Cell Differentiation,0.2222222222222222,0.000491070345932343,0.0087390477888367,0,0,77.95694716242662,593.9479909744274,HLA-DRA;HLA-DRB1
47,GO_Biological_Process_2023,Positive Regulation Of Lipase Activity,0.2222222222222222,0.000491070345932343,0.0087390477888367,0,0,77.95694716242662,593.9479909744274,RHOC;FGFR1
48,GO_Biological_Process_2023,Positive Regulation Of Monocyte Differentiation,0.2222222222222222,0.000491070345932343,0.0087390477888367,0,0,77.95694716242662,593.9479909744274,CD74;HLA-DRB1
49,GO_Biological_Process_2023,Positive Regulation Of T Cell Mediated Immunity,0.06976744186046512,0.0005611583487606354,0.0097866016023854,0,0,20.713541666666668,155.05137006121166,HLA-DRA;XCL1;HLA-DRB1
50,GO_Biological_Process_2023,Regulation Of Viral Entry Into Host Cell,0.06818181818181818,0.0006006020846494106,0.010071634957967,0,0,20.20731707317073,149.8893491762961,CD74;LGALS1;HLA-DRB1
51,GO_Biological_Process_2023,Positive Regulation Of Chemotaxis,0.06818181818181818,0.0006006020846494106,0.010071634957967,0,0,20.20731707317073,149.8893491762961,TMSB4X;HSPB1;XCL1
52,GO_Biological_Process_2023,Regulation Of Interleukin-10 Production,0.06521739130434782,0.0006847075311023513,0.0110567586503935,0,0,19.265503875968992,140.378455659133,XCL1;TIGIT;HLA-DRB1
53,GO_Biological_Process_2023,Positive Regulation Of Blood Vessel Endothelial Cell Migration,0.06521739130434782,0.0006847075311023513,0.0110567586503935,0,0,19.265503875968992,140.378455659133,TMSB4X;HSPB1;FGFR1
54,GO_Biological_Process_2023,"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation",0.18181818181818182,0.0007466087214173855,0.011837141910472,0,0,60.627092846270926,436.5132078500547,HLA-DRA;HLA-DRB1
55,GO_Biological_Process_2023,Negative Regulation Of Inflammatory Response,0.036036036036036036,0.0008066372552490219,0.0125604944031633,0,0,10.434645254705805,74.3221850365708,PTGER4;CYLD;TNFRSF1B;HLA-DRB1
56,GO_Biological_Process_2023,Positive Regulation Of Leukocyte Mediated Cytotoxicity,0.058823529411764705,0.000926798741435889,0.0141783947812648,0,0,17.25434027777778,120.50041514783926,XCL1;HLA-DRA;HLA-DRB1
57,GO_Biological_Process_2023,Regulation Of Immune Effector Process,0.15384615384615385,0.0010536951813892,0.0155732575961252,0,0,49.59900373599004,340.0235929512583,HLA-DRA;HLA-DRB1
58,GO_Biological_Process_2023,Cytoplasmic Sequestering Of Transcription Factor,0.15384615384615385,0.0010536951813892,0.0155732575961252,0,0,49.59900373599004,340.0235929512583,NFKBIA;TMSB4X
59,GO_Biological_Process_2023,Regulation Of Blood Vessel Endothelial Cell Migration,0.05555555555555555,0.0010950259740335,0.0159143774892879,0,0,16.236928104575163,110.68676861250448,TMSB4X;HSPB1;FGFR1
60,GO_Biological_Process_2023,Regulation Of Endothelial Cell Chemotaxis,0.14285714285714285,0.0012263294238969,0.0175304796334121,0,0,45.4634703196347,304.774819858399,TMSB4X;HSPB1
61,GO_Biological_Process_2023,Positive Regulation Of Cytokine Production,0.01875,0.0012764607865029,0.0179528033198481,0,0,5.430905566325118,36.18973013400529,PTGER4;CD74;XCL1;TIGIT;BATF;HLA-DPA1
62,GO_Biological_Process_2023,Regulation Of Response To External Stimulus,0.031496062992125984,0.0013305781342363,0.018416891000858,0,0,9.069964502461929,60.06259054655506,CYLD;TMSB4X;XCL1;BIRC3
63,GO_Biological_Process_2023,Regulation Of Monocyte Differentiation,0.13333333333333333,0.0014115643037611,0.0189366780443029,0,0,41.964172813487885,275.41324782087395,CD74;HLA-DRB1
64,GO_Biological_Process_2023,Cellular Response To Zinc Ion,0.13333333333333333,0.0014115643037611,0.0189366780443029,0,0,41.964172813487885,275.41324782087395,MT2A;MT1E
65,GO_Biological_Process_2023,Apoptotic Process,0.021929824561403508,0.0016636528213932,0.0219803827311344,0,0,6.310698270339526,40.38051492191644,NFKBIA;DDIT4;ITGB2;CFLAR;IER3
66,GO_Biological_Process_2023,Positive Regulation Of Glial Cell Differentiation,0.11764705882352941,0.0018194589583724,0.0233318854661872,0,0,36.36529680365297,229.43651599154197,ID2;TNFRSF1B
67,GO_Biological_Process_2023,Positive Regulation Of Regulatory T Cell Differentiation,0.11764705882352941,0.0018194589583724,0.0233318854661872,0,0,36.36529680365297,229.43651599154197,HLA-DRA;HLA-DRB1
68,GO_Biological_Process_2023,Cellular Response To Type II Interferon,0.045454545454545456,0.001956199521718,0.0247218258396833,0,0,13.136243386243386,81.92748837064639,STAT1;XCL1;HLA-DPA1
69,GO_Biological_Process_2023,T-helper Cell Differentiation,0.1111111111111111,0.0020419315060168,0.0247300593506486,0,0,34.090753424657535,211.1533234069638,PTGER4;BATF
70,GO_Biological_Process_2023,Positive Regulation Of Neutrophil Chemotaxis,0.1111111111111111,0.0020419315060168,0.0247300593506486,0,0,34.090753424657535,211.1533234069638,CD74;XCL1
71,GO_Biological_Process_2023,Regulation Of T Cell Cytokine Production,0.1111111111111111,0.0020419315060168,0.0247300593506486,0,0,34.090753424657535,211.1533234069638,XCL1;TNFRSF1B
72,GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death,0.02040816326530612,0.0022763024273617,0.0268273184169313,0,0,5.8586309523809526,35.65095803127837,TNFAIP8;LGALS1;TCTN3;TNFSF10;CFLAR
73,GO_Biological_Process_2023,Positive Regulation Of Alpha-Beta T Cell Activation,0.10526315789473684,0.0022766302326294,0.0268273184169313,0,0,32.08380338436744,195.2318332475365,HLA-DRA;HLA-DRB1
74,GO_Biological_Process_2023,Cellular Response To Copper Ion,0.1,0.0025234627955089,0.0293394607691174,0,0,30.29984779299848,181.25742230270305,MT2A;MT1E
75,GO_Biological_Process_2023,Cellular Response To Growth Factor Stimulus,0.025806451612903226,0.0027525041442263,0.031105104815296,0,0,7.377669993470758,43.4931661186052,EEF1A1;XCL1;HSPB1;NR3C1
76,GO_Biological_Process_2023,Antigen Processing And Presentation Of Endogenous Peptide Antigen,0.09523809523809523,0.0027823373573315,0.031105104815296,0,0,28.70367700072098,168.90575192649456,HLA-DRA;HLA-DRB1
77,GO_Biological_Process_2023,Positive Regulation Of Granulocyte Chemotaxis,0.09523809523809523,0.0027823373573315,0.031105104815296,0,0,28.70367700072098,168.90575192649456,CD74;XCL1
78,GO_Biological_Process_2023,Regulation Of Immune Response,0.03896103896103896,0.0030363540466,0.0330962591079403,0,0,11.177364864864863,64.79627738088867,HLA-DRA;HLA-DRB1;BIRC3
79,GO_Biological_Process_2023,Regulation Of T Cell Proliferation,0.03896103896103896,0.0030363540466,0.0330962591079403,0,0,11.177364864864863,64.79627738088867,TNFRSF1B;HLA-DRB1;HLA-DPA1
80,GO_Biological_Process_2023,Positive Regulation Of Neutrophil Migration,0.08695652173913043,0.0033358476303402,0.0359118411562554,0,0,25.967384213959555,148.09273146071038,CD74;XCL1
81,GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process,0.018518518518518517,0.0034558363617018,0.0367498696024874,0,0,5.2991913746630726,30.03417808612639,TNFAIP8;LGALS1;TCTN3;TNFSF10;CFLAR
82,GO_Biological_Process_2023,Negative Regulation Of NF-kappaB Transcription Factor Activity,0.037037037037037035,0.0035038347748206,0.0368113725740194,0,0,10.602029914529917,59.94278788763751,NFKBIA;CYLD;TMSB4X
83,GO_Biological_Process_2023,Response To Copper Ion,0.08333333333333333,0.0036303021660876,0.0376859939146237,0,0,24.785803237858037,139.25753329434883,MT2A;MT1E
84,GO_Biological_Process_2023,Regulation Of NIK/NF-kappaB Signaling,0.03614457831325301,0.0037531583684337,0.0384547893785886,0,0,10.3359375,57.72783948740414,NFKBIA;CYLD;TMSB4X
85,GO_Biological_Process_2023,Regulation Of Neutrophil Chemotaxis,0.08,0.0039364363425538,0.0384547893785886,0,0,23.706968433591424,131.27685044097217,CD74;XCL1
86,GO_Biological_Process_2023,Response To Zinc Ion,0.08,0.0039364363425538,0.0384547893785886,0,0,23.706968433591424,131.27685044097217,MT2A;MT1E
87,GO_Biological_Process_2023,Secretory Granule Organization,0.08,0.0039364363425538,0.0384547893785886,0,0,23.706968433591424,131.27685044097217,SRGN;LYST
88,GO_Biological_Process_2023,Generation Of Neurons,0.023255813953488372,0.003994690906858,0.0384547893785886,0,0,6.62541918175721,36.59079265943068,DDIT4;CFLAR;FGFR1;ITM2C
89,GO_Biological_Process_2023,Regulation Of Kinase Activity,0.03529411764705882,0.0040130571484536,0.0384547893785886,0,0,10.082825203252032,55.63906566752386,CD74;HLA-DRB1;FGFR1
90,GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Migration,0.03529411764705882,0.0040130571484536,0.0384547893785886,0,0,10.082825203252032,55.63906566752386,TMSB4X;HSPB1;FGFR1
91,GO_Biological_Process_2023,Neuron Differentiation,0.023121387283236993,0.0040777907034707,0.0386503640589836,0,0,6.585882156846404,36.23684035209868,ID2;DDIT4;CFLAR;ITM2C
92,GO_Biological_Process_2023,Regulation Of Type II Interferon Production,0.034482758620689655,0.0042836649370606,0.0401651163991064,0,0,9.841765873015872,53.666621216997314,XCL1;HLA-DRB1;HLA-DPA1
93,GO_Biological_Process_2023,Negative Regulation Of NIK/NF-kappaB Signaling,0.07407407407407407,0.0045833867001676,0.0425182255590021,0,0,21.80821917808219,117.44417565880208,CYLD;TMSB4X
94,GO_Biological_Process_2023,Negative Regulation Of Type II Interferon Production,0.07142857142857142,0.0049240256454574,0.045197372240409,0,0,20.96838777660696,111.41823048812016,XCL1;HLA-DRB1
95,GO_Biological_Process_2023,Integrated Stress Response Signaling,0.06896551724137931,0.0052759897537052,0.0479235735961558,0,0,20.190766108574326,105.89226955569332,JUNB;BATF
